fn,label
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_044e7ac3958c44fbbcac4bc5210efae2.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_8817589448364a0581381cd938cc0e6d.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_a3cf4621432c430a8de9294c8f372b14.wav,ebyobulimi
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_c5be47195183458e9996b6fd8ceff83e.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_a82148ac7c754b5ca0592ac48caf918a.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_b6ca1b07fe1242c7bcc0b441a9d472d3.wav,ebyobulimi
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_d1e3ee0c5e0c4981bfac62f37c0169b9.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_5ff42417478541a39b80e026758c70a1.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_02b33dbd5c8d4d0c8788825a578b48d8.wav,ebyobulimi
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_ca829a35dd3242e58c7089e0fcbfd910.wav,ebyobulimi
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_bbce37ac564849e0b3aaac1f00875ab0.wav,ebyobulimi
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_7c8270e95c1841409c5bd5b380ecf2b1.wav,ebyobulimi
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_3ee81376b88645f4a38f89cf5b1e6731.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_8cf74b2d02e346edbc1d6adaefaf347b.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_e6b4a66e4e554b84b5cea29a75a96280.wav,ebyobulimi
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_5fab9ef9467747beafbf998b37064852.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_c0837a2e820149b2bfedb3e748961af1.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_df8acf1ad500430fb221e6fab5e2e745.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_f6ff5b0f24e94a65a3a661e8d84ecd37.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_78805ac93b80401997542c6c6cea9efd.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_29f41e7fc4f144548be5c077d89baae3.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_f52fcff9f2fc4bcbbd594a10be450066.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_73b93198a0684a44b647ad21fa4776ee.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_6a3180ad333645a681f1f0db8930e58d.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_281065c7a14f48babf1da3096448c497.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_b0a469a6a10244bab5be4f14e3953b99.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_f6c7f81a15f0405d8babc8405bb6b53a.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_cbb59e525d9e4ac7acb6d951c1bef74a.wav,nnimiro
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_66b86561048d4b88865af4675bd83310.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_895bad8e916341669f6b42b25d34ded3.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_1df2923e4026421b87cd44d9bae50959.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_aedd02419855468cb62163b1ba431516.wav,nnimiro
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_91cf088725674abd801726290c5d7e95.wav,ebikolo
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_4b987925dfb34a42acfeab0eebecc4af.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_7d8090f7bb5741a485b0220ddd4b6214.wav,ebikolo
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_9c230cfbeda148feae895a888491ceb7.wav,ebikolo
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_7111fe165f444d70b1af936443f16a56.wav,ebikolo
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_1fdd687e065c4b92a4cea551656af86f.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_4ac19cf95157412f9756630735bf74f5.wav,ebikolo
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_e0f8466c61fd4d9baef0419963e17365.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_7f9a1369b6704a65a0f31b8f3cb7e550.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_7b1043a14572445fa77299684155ca47.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_be378da9cc204abeb24bc58dcba97294.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_f38b3ee69f9b42febb9ef640450c275c.wav,ebikolo
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_593d4ff486f948bb86d32e778a97cde9.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_0367a839ef944e1590ca52b2065fe5c0.wav,ebikolo
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_180e49de67c247058ae9b4d3a742f73c.wav,ppaapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_ab80c5b97851465babbd5780c0a389b8.wav,ppaapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_3578425b93344c1dbaa264299a60b410.wav,ppaapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_53436bbffb184dfcbe6d837a22a0be12.wav,ppaapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_a204829321ad4a57968ca9e4265c7544.wav,ppaapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_a960390818584ff8bff0a583471dd056.wav,ppaapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_bc83e9f687654f4ab332c6184a66fcdf.wav,ppaapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_2075008bc16d4f5cabc75c04bd42b3fb.wav,ppaapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_eda0103a140d4c3ab98e2147b8c853a3.wav,ppaapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_6286f8a6873648ba95367108c1eee69e.wav,ppaapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_81cc3065f05a44468d2bf4b117bd7f3b.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_01e9867c1d3e48e58baab884bfa3701d.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_a81f3410a9684f8ea2b77d9476df1783.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_d85fcbe4b1da4e00ba2b01fcb8e47bb9.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_46fb55dc0abe493db8c7cd9baffc18ac.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_bf378b12827049fea9889a71db2820e6.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_7050747df99c4a73ad3f82e69967e5ed.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_5917c63e652a4faea55f6e44cb16cc26.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_8ab75cf4cb4b42108d67c9b9436858d5.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_65a88d0f6a6943639fe86165f79608be.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_05988d1bb34a4fd8b41a2e2a98cfd67e.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_769ea2dbfdf34774aa29ed708706ae60.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_3c8dfe215501448baba26d3d7dd3687b.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_fcd29eb8905b457bae83e64bf5699f93.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_db39240fcdf64a7182ded13c772f6713.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_44a3951352b043bcb1a67fc16cd7d43d.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_94fe66c5173e4642b44d831d2e08ce03.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_beb0c4e9a38445e7bf774a486469db3a.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_d029b195b6ed4827a9d15565eaaf9631.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_21d44d6299274b699c74dc620ede2f43.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_b42b0d674e4447abb4bd02e5f5dc39f4.wav,obulwadde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_cb54f94210574a84893edbf8873e25ec.wav,obulwadde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_893d64276a574c87ba575eac06dc92fb.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_013dc09749d2428eb512eed5df036818.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_aa9b444e727848459207e886d9e27ad6.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_590c537512cd4676884e7a3736006327.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_a80b02fa2fff4f7da60e51ab92ffdeea.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_826f115506314974b6921888fed67b43.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_aa057220c64f4aeea3b5a1789a8578af.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_e3b024d5614b40f7b4d109a009be9b98.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_d9322b1ff63a4528a3f62c96dc6052d0.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_baec08eec43248fda134d68a075b835f.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_d4f7498444104325923080366f2784d8.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_bada0c89fca047528284de3597314f60.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_ff0c40b83e3940c685ee4fa15a2f0f3a.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_1de82fed8b9847459d087b8236581211.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_42edd6345a6447a7a3b63ad3cb236fc8.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_f0ff0ae2c9774406aef42572640e85de.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_eb64ac5b69bb4b288e98086d44918c40.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_241fef01d7024875af7f64f51cda458a.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_903e5117ee0044bea62e710e77cc95bc.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_dcbf0ca925254c7fa33800d03a0c7297.wav,ensuku
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_be70d41c3b884c3e8af5cf5993125ea1.wav,ensuku
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_0119fbc5a35941beaa0f2c04243c37d3.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_7947b3f16494446d9539378be5187168.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_2252b836955b4ea5a22359894e1286b9.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_b5dbd677d97245d5845e52951d190bfa.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_efd9130388ce43b0a16fb9fd34f781a5.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_cb146fd2ee06466bb147cc4ff2fe4bc0.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_e9ff1ca63bb1406da861ecef9b482af5.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_e73cc753a0064c289817767011a56baa.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_6874756f0c2846a4aacd4ff367fbf164.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_f0d1e8024ee44f9aa0556bc34536a245.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_688e97936645440289b5c39b87972f58.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_a3f5bb9b29564476a9832fc90a11071a.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_c134f391e08c41d7848426ada24715a5.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_ae59b6dd737441729ead5a79b8e07f54.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_e07ab965ade14d1e866a0cceda814d45.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_b13937631a3944149ce1ead684a02a16.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_6853762cbcc946f79392ca64b62fd1ec.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_421a571ffc314bc5a849908fb59d2bb9.wav,ekirime
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_7e8a0e74553f47909a4f85e55cb98360.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_a5c3d974496c497d9a2e1842a94c3551.wav,ekirime
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_876aaf4142bf484f958ef68c0915105b.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_523ec5edc0464306aaa3a803678680e7.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_af0657adbdeb420b93bb48fd3a11e173.wav,ebitooke
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_b79e02ff96d645e280faed1f303427a7.wav,ebitooke
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_9cf345b2ed214c40b02786695c8990c3.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_43b150f6035a46a3b1f9cca015fbdbb5.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_a2431fb827824f55afeba2c9e74a2a92.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_3535d36ca2c149d492f4a71c2fa9d58f.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_0ad147de84e5413cbf325b4e016eb030.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_039f2a2c3d5f4b96820c3addacb19277.wav,ebitooke
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_cf8872729577427d8521fe89ac492e1e.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_74740c37f3af4f31a594a4e775d69bf7.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_43f1e119ae5246d9b19b4a8564a1c6bf.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_bbcab16148ab4232b42ba11e8a9451c0.wav,ebitooke
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_221415202d4941519f91ac7f6070b7e0.wav,akamonde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_f5b8a645f1f6413d99d8fd1a99cc49f2.wav,akamonde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_2f98af80186840e385d1c8c06259c07b.wav,akamonde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_b18b3488823949e38a7a50a332fabd15.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_0003adb1d7164316af139336ceff38a8.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_eb7e1c59d6854392a167a09065b53c05.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_c1952275a8ff4f37a6d57b139ade398b.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_6d2d11ab407647a88d0831ce1484b197.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_6c97ec2f46b34c4a9c9e785277781772.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_133e58c46b014b91a0127028df8524a7.wav,akamonde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_53a4386887dd4629b3edea4e48723d22.wav,akamonde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_0839dedd71754b1a8cb558292142fe9d.wav,akamonde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_c74fd25b4fcf4eaebac45364f2b45ebe.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_8ed064565b7e429e9489632d1aa49b87.wav,akamonde
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_53e6edc8737140b99ad242d9ed8a3a24.wav,akamonde
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_592e864a6f454443b49db5a9d4347575.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_535944a3555f4ba18a00b9ef5392579c.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_b67ce368ef5d4592bd950e99fa0b5090.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_2963e713b0264d5fab592217bf599b39.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_5ca801c77a884f26bf5ff28c5193a883.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_0bbc5047fc43403fae4baf50f8dbac4d.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_c9dfd3b2cd4f49039b0f0eb39e50ef4b.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_abf67c66e09f4c229c69eba2da7d6380.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_ba774f52c853409fa68c64e393ffb749.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_92d0b29645f8499796ed2f4547af9979.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_8e2d94ea7b8a4f5b93a66d5fd7019994.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_7facf70172b345699c59ac504dc26101.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_23b65547812c42b7a2320cbe6e217ed0.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_13854da53439483b8afa3fda5df34625.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_4c0f6c566d2c48d88d0f319b2946d291.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_02d27a7cf6274da3b5ea0f9613432cd9.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_3fed7c0c26654281bae59b1e4d85fab6.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_37b814d5ee3d4790a0a6532001611c41.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_e1fa4086a9594ac2a67af9144f9235e0.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_fdd2cde5e88d4a4c807f354986720d7e.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_a27fc499070f4abaa9526c4cba8be7a6.wav,nakavundira
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_dafa93b812364262a0c3aace50cbb8e1.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_872048770ebd4084892b780a70eaa688.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_546da0e930a846b289d05f1ae18b9298.wav,nakavundira
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_b54722f7eae5421d97d2b363055f5926.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_79ef85c9f7304901b7310becac0ef74c.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_8c31248eee8a4fc38f8ebe62fa95849d.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_2955ec063adb496b981c3fac1bfac798.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_ff2518f5a7f842f38634c40c2310acde.wav,faamu
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_482fbe1d39a44632a9c47b8653e14108.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_7f4b2c9d840645ddba20a0d696caa13c.wav,faamu
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_8a833977b7ab463e8ef7e73c5b16bcf3.wav,faamu
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_d96d3ad3fd594e018b076e16a2766a23.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_05205d9b186b4af4b5421f0caecda795.wav,faamu
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_90c0d1e1b61c48eca9dfa72b5a36a963.wav,faamu
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_62ae813deb4c4b198d930bf42a156160.wav,faamu
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_8c1571d6a28f445aab8da5c44c369de8.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_0c34ff3a713246c0b3db0ffe4cfe47bf.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_0fc74ac25fe142d9b205e0e2e124a063.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_e151d7d0d6cb4b07b401b02790d715c5.wav,faamu
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_0eedee1a0d2040aa843f9b5b07ebce06.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_7ebf4993f2354acf9d01a0b2d6125ee8.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_d46d8876c5824d02b0779bb7951144fd.wav,faamu
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_e01bdea970eb42e7aaddc72c605cd079.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_9a3394f56d004625a55a0b86ef82490b.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_271cd73e83de4672bac7dad87bc5f581.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_71c876a7ed004dc29663c43f99945ed9.wav,eppapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_5ced9587fcc74f179637dfceddcfec15.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_752733d7faa44bb6ac46dd7098b32501.wav,eppapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_0e7d92024ed84d3cbe05684db00a44ad.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_7f0f4b736b284591a55aeb5429fb3ad3.wav,eppapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_f107fe2f1b3d448cac80e370c96c9963.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_a954a9b2dcdd4bffa9646c9d00a55339.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_1b95e0adb2754cae9e0224b20a681533.wav,eppapaali
audio_files_full_20201029/6fbfcce2cf21419e97290f9e12934f65_c5b1a42f0c8c49b0a703f0a67d3949a1.wav,eppapaali
audio_files_full_20201029/d027264654b94950aeb204f64d05d8d7_5c5a6aba43d346f297aed855014bf8fe.wav,eppapaali
